sim,LR
116,-62.99775568508994
117,-9.002755961639195
118,-190.02332719368314
119,61.950388385788756
120,-62.388738015180934
121,275.0080426780878
122,-56.048683600087315
123,165.01539701001275
124,44.51383647390321
125,44.365791800113584
126,120.71491141763363
127,83.83362165279686
128,-139.5520914456356
129,180.95611465004913
130,-130.531302577745
131,-26.575769031700474
132,261.4616279500224
133,59.1956825529378
134,158.95381978142177
135,12.618433821740837
136,105.82617480665431
137,26.528202592706293
138,210.91615314913724
139,415.02035316751244
140,38.3985559070461
141,39.522950244385356
142,57.75529358544554
143,108.04188994524884
144,131.24574050451156
145,110.87662716217164
146,-48.868767152505825
147,281.8335522839079
148,-82.01338930420934
149,-171.8982252059468
150,28.85187285439497
151,288.8907904774751
152,227.48902143931628
153,411.10157419094503
154,-79.23693443221418
155,29.970996594245662
156,196.68642735626418
157,73.37539659241156
158,35.476126319848845
159,38.70451508660517
160,-170.95755044005818
161,-154.4973173827948
162,85.11383233985543
163,69.07231122102348
164,130.13701785226294
165,78.22530579224986
166,190.2963058914611
167,351.8647853202947
168,-72.03575440505483
169,-95.52750645229207
170,237.27147784800945
171,-63.52727786562173
172,-87.53601826868726
173,165.9323641324063
174,243.67886179443303
175,38.921433133140454
176,-4.602052933863888
177,-14.330904678045044
178,68.11766712731696
179,13.341624857326678
180,73.69195309069619
181,62.42877721385594
182,-293.1589209231697
183,170.41129967606685
184,169.15334689960764
185,41.55358449137748
186,-108.9855900431703
187,250.20954995797183
188,177.7111499151688
189,-86.37261661955017
190,116.99919593296363
191,175.4402684199431
192,35.685004182132616
193,-51.79665410272537
194,19.849294610210563
195,156.10624876768088
196,261.013043181556
197,50.93080375550926
198,-182.83851448127825
199,59.30879920796178
200,213.1890669862205
201,91.44881600791268
202,34.9288875276161
203,47.738971160319124
204,110.55957084910733
205,136.548315358099
206,256.97671664354857
207,230.7751911079995
208,356.0259977533624
209,190.69945964737235
210,32.25301358876095
211,-283.65893595565285
212,168.7829192032441
213,-22.899477500648572
214,69.98831458393215
215,16.7193244694663
216,37.92535222285733
217,252.58439818505758
218,-55.77060740959132
219,512.1054486452267
220,25.854322263976428
221,20.128493807927953
222,60.07918660712494
223,-40.05981497438552
224,149.95875846333
225,188.84145573502792
226,197.03803763284668
227,105.98425606403725
228,86.82301493469822
229,142.30959729287315
230,-42.46590685976844
231,106.375406040077
232,139.00008876115135
233,-119.09606085560517
234,-104.26578726781918
235,-237.64657437667847
236,-39.306759279783364
237,81.12838249414563
238,11.31942968360272
239,256.44604345129665
240,248.57651565931883
241,213.1098048579206
242,-71.54978553730507
243,94.17964672560083
244,141.00781485347397
245,-147.81929623143697
246,1.9471429165332665
247,38.802627309685704
248,53.25433717175656
249,204.04347226104983
250,43.898925770598
251,-157.47865048705353
252,-80.51096970349317
253,145.25436463471124
254,-64.78937326249797
255,-245.75355661737558
256,-59.876792058657884
257,257.5694304241333
258,197.795935518232
259,73.852766070102
260,-97.3032677213032
261,-237.37836657577463
262,-22.43311953757984
263,86.99378261978381
264,303.2443605800727
265,62.22582795436392
266,-31.596349787567306
267,145.64089751489882
268,-87.13053529620265
269,-305.8551155847945
270,102.00583402145094
271,20.252583843008324
272,60.10761499795626
273,1.437798827786537
274,314.7897606248771
275,293.18374960724395
276,161.0182612356948
277,12.452274607761865
278,-2.3620881243077747
279,205.6674607570585
280,431.24309595254454
281,-40.99056665671196
282,236.71413893290264
283,15.438333289555885
284,-34.30012501131023
285,163.2405977862927
286,112.59677527121676
287,77.79569232605172
288,84.30761480794536
289,171.58841132941052
290,269.33854170847735
291,-40.52204265172804
292,85.43125847132978
293,26.913575242950174
294,112.60902312634971
295,60.17840322153643
296,212.3345423002629
297,179.5774739816461
298,-118.21927032914937
299,-23.776979531041434
300,10.008166840994818
301,-39.698282870900584
302,132.79949648510592
303,25.67449661768842
304,-113.0347471839541
305,-203.01167858257213
306,83.20784676478615
307,-85.76834612649145
308,67.07734924341821
309,159.7128157089428
310,93.79836336662993
311,13.882188653584308
312,134.144185600755
313,99.84278392744636
314,261.91897560133293
315,134.00364565858035
316,207.73623652221977
317,-29.58800882666037
318,88.1496596343004
319,11.601549703866112
320,-94.86729637563622
321,-82.69023866857788
322,81.43668973825879
323,23.86848061598721
324,251.91325889642394
325,30.689509742434893
326,-34.12024460140492
327,143.43310344477504
328,-321.1156371285124
329,-30.792551340569844
330,60.20787847352585
331,6.040218349689894
332,76.26910324926939
333,173.48853081915695
334,192.39227116418442
335,-19.952849358307503
336,167.56405753542094
337,-186.10396982540442
338,99.55782417855153
339,145.32497345431693
340,75.05926800709676
341,2.140636958049072
342,257.1745147913316
343,67.06608385311483
344,1.5430451697302487
345,50.86544266888086
346,10.42906563991528
347,-109.06420272158539
348,173.8068222689999
349,132.01199135194292
350,30.06065441235478
351,129.30889734119592
352,-199.6659230798832
353,-99.20964689620268
354,140.14330161479847
355,220.68176915885124
356,66.23067497796
357,276.93519172335255
358,1.9640968759213138
359,-49.43315463263025
360,206.5083126369518
361,95.07902918825312
362,112.39921416231846
363,-10.08192197475546
364,94.97302271390436
365,232.56500259746463
366,78.57273456243638
367,-183.90386867010784
368,-80.76923310585335
369,217.45955198419142
370,82.58922712035019
371,-5.559103519906785
372,26.973183178475665
373,245.94642307757022
374,13.5875836620271
375,93.76937954007917
376,-71.6879823330346
377,91.77532917997996
378,63.571659620298306
379,-100.77398931023708
380,-47.21362497543487
381,184.22401531523428
382,-88.09188616265055
383,-27.19451548988036
384,-38.50688467587133
385,211.16794003494942
386,29.298807290455443
387,193.49533201982194
388,-19.706648972512994
389,359.358964025354
390,119.65161145593993
391,-22.31947819335801
392,91.00348246267095
393,57.96316360576202
394,40.83601159060345
395,11.49009707078767
396,225.0517156130627
397,-55.17996678733289
398,80.48954238990882
399,92.20059564285657
400,104.18387032493047
401,-107.66955700513972
402,28.270998367628636
403,230.35220196568662
404,-288.6198478708702
405,-33.33303869734482
406,-46.50361201138003
407,149.86953339280626
408,88.64799175132794
409,126.21790282632719
410,30.012427190102244
411,29.495076680721468
412,246.94403674159548
413,123.74265652170106
414,264.4721803746852
415,-87.93513072179485
416,265.97986476507504
417,105.81840896359608
418,-142.04947625925888
419,87.71601927000484
420,-81.6029315513315
421,26.754757634047564
422,199.24380750256933
423,396.10225635997995
424,45.43696104783885
425,249.37713983682806
426,198.72720367805778
427,58.44519722180303
428,-183.54226217424548
429,-112.07229552076024
430,455.96417467304127
431,-13.418590977731583
432,73.01354873819037
433,199.1577448731532
434,207.03543496554812
435,254.59651195971492
436,34.38360881657354
437,92.17373856923587
438,142.26525783605757
439,20.906348990112747
440,-68.3528965913847
441,33.58252097402146
442,224.8970784513167
443,-39.840455339286564
444,-244.17036931359144
445,-220.07770347496262
446,193.86907798687207
447,48.89401811597236
448,185.1215988241056
449,-168.75230401608314
450,127.99959979192681
451,63.61781328584584
452,-8.679712872683012
453,66.80526323579033
454,-42.20733159736665
455,8.093646043480476
456,33.56798629943114
457,132.34521477824273
458,10.572784629672242
459,99.00280446947
460,194.33964933549214
461,142.39504102991668
462,19.941997544940023
463,98.39346954238317
464,-173.1703014451905
465,-130.47591472378917
466,124.38701348119503
467,177.46773633600606
468,268.83053618737904
469,27.441814841527957
470,-151.7368017617373
471,-150.45296503180543
472,7.07013349034969
473,9.765095832010047
474,386.9937805395257
475,236.45125035523597
476,-103.14024841725768
477,168.49412247110558
478,-2.1841504968360823
479,197.48329504095636
480,-58.79055824052921
481,-23.021069685139082
482,-120.18714474325861
483,-38.06551392364963
484,-28.43933018882126
485,137.95546422599182
486,-103.82424523536793
487,-220.12577425983
488,221.32012379034677
489,146.76956423040974
490,48.79971557085264
491,59.75601015632492
492,150.04323306121842
493,65.60673664622846
494,176.0455458511824
495,155.85154363455695
496,257.3518056703051
497,138.6210404742542
498,116.23405372164052
499,77.63093566416501
500,126.59817623434355
501,18.053926868829876
502,-76.83654712359748
503,147.291549802012
504,167.85866390953197
505,319.50274339392854
506,-49.75497458596328
507,110.1040860781959
508,66.92211566644073
509,45.34758594803861
510,179.07670216316
511,74.58460539833686
512,66.27210007538088
513,86.78200857296542
514,313.5850367832154
515,-43.32196106806077
516,9.359753020637072
517,55.305894336415804
518,-127.79079708606514
519,-127.02082932087433
520,-26.88553551910627
521,10.51198514378666
522,162.9114839437043
523,318.12127754235553
524,57.31536298118408
525,-40.07520169538839
526,247.45372005228637
527,252.406500220186
528,-27.011443993811554
529,25.828367946854996
530,82.21977606311339
531,132.9692409658728
532,-148.70507194298625
533,360.87731765926765
534,18.242677912699946
535,-71.21971627469247
536,-235.52957234364476
537,83.39325606515558
538,55.398833998649934
539,45.275810676441324
540,51.59916889878332
541,271.0089959526176
542,285.3394639646922
543,68.58687751873549
544,186.5079655757745
545,-47.600485090913935
546,58.2313293161169
547,-38.49968984161569
548,80.76852502576185
549,-72.65245838331066
550,18.12772067325386
551,-73.91478081235255
552,107.83585967647741
553,123.33693174885047
554,100.75213497983714
555,190.08706591481678
556,17.206560661783442
557,47.20042071862554
558,-113.39527127005204
559,-76.02896636273363
560,189.19677604567732
561,-186.80115469673729
562,-0.6413109430814075
563,36.59031922127724
564,3.6585203042141075
565,12.157132786254806
566,82.22984336451736
567,138.29461871132844
568,322.1700157162013
569,328.77113262075727
570,140.415929479419
571,127.72287859291646
572,42.20159223266637
573,118.74011763094313
574,99.9947534767125
575,-94.33697986347215
576,94.60870561179217
577,80.17621839374806
578,-32.61882527858688
579,201.4736976423901
580,64.036649517142
581,-64.81487259753885
582,261.5073158226787
583,244.73629453642752
584,142.5214735300451
585,42.5177394869952
586,-16.811907856621474
587,86.94298819946744
588,44.7031053015362
589,57.4267846033581
590,19.82395898199138
591,-51.1216162813198
592,-204.17257765290742
593,-257.3969772638884
594,-27.260768605421617
595,-180.81374528456763
596,25.95160957473854
597,-245.86589557242405
598,116.86346712908198
599,411.6803809933699
600,176.4364523244949
601,58.32260060371118
602,4.69255899080963
603,62.33168080987343
604,49.150864979565085
605,173.85285146004935
606,-5.854658830827248
607,51.06316293698728
608,241.39081645689657
609,40.96168413171108
610,274.89825895460854
611,85.42759181294241
612,-42.86268593994282
613,199.48564882175742
614,-150.04843759453433
615,-75.9034952379734
616,-2.975960792720798
617,42.06881124610845
618,-83.80534859239378
619,82.90457939551925
620,202.6900647884995
621,53.56085734204862
622,-12.252979691091241
623,29.547369254676596
624,129.74399993862608
625,219.78228918725472
626,205.8331787038842
627,143.7232417048108
628,-36.562959353972474
629,201.48117825776535
630,46.445019233591665
631,40.435352913880706
632,136.5678453266628
633,114.21556714764847
634,103.77179387758952
635,-0.7875157639209647
636,64.63633170453431
637,-115.00921615805964
638,147.29672670653963
639,187.08816125090743
640,110.9978279421266
641,190.32617608632245
642,61.55879298214313
643,194.25287605779522
644,224.5864962028354
645,-112.60186319953573
646,-81.34477580406019
647,119.89973377879505
648,0.14662705880618887
649,159.03780333727445
650,183.12738850397363
651,-54.402418463796494
652,-49.953622831781104
653,-48.53957677642575
654,60.709439457335975
655,-177.32598637641968
656,-168.5035520999536
657,-275.9556962174829
658,114.50071645305252
659,256.5934015410239
660,45.71095074138975
661,-57.254565519095195
662,229.15822593836128
663,57.976478028067504
664,218.31955327566357
665,-122.00606823333146
666,257.8232101729882
667,-37.31452009944587
668,99.64139419912135
669,-5.160308229236762
670,-19.373486861060883
671,180.32483903213506
672,-46.47740829178838
673,36.48433885612576
674,78.78015935554322
675,-51.055792990449845
676,-105.81004499159098
677,127.15520621030737
678,342.8527816031874
679,178.67623730326886
680,-181.53581577745172
681,-122.9781066850428
682,119.5526749832461
683,163.7009958628969
684,55.96681317837283
685,71.86888372383146
686,-19.863051780106616
687,51.461928439795884
688,251.59968482756813
689,113.33821309108134
690,10.1149417569668
691,-39.99411112531561
692,99.77952505786561
693,-1.2790670695940207
694,-33.528993626810916
695,172.2419290817561
696,101.18798550832071
697,95.8419224149111
698,-35.143364915491475
699,-56.3696480725921
700,39.05281335937616
701,16.942254824210977
702,341.61572340314524
703,292.2921015073698
704,179.37878297718999
705,-158.12031703004322
706,41.62643229625246
707,75.29600044536164
708,202.00780106067032
709,192.85276696430265
710,-127.98754601881592
711,102.27612711485563
712,-293.8771495960573
713,197.32437161835878
714,17.92447519985035
715,99.2820820270208
716,172.6822368715093
717,206.15245856625734
718,82.58743334798237
719,-205.57400245391545
720,182.18758961076855
721,-41.297998338479374
722,53.1473031009773
723,270.77644399637575
724,6.678288927596441
725,-93.75945154804867
726,165.79929796994656
727,107.59049567867442
728,45.3242768121072
729,104.06138790617297
730,-28.694491842728894
731,148.94811691599716
732,252.08168731453407
733,63.480165922923334
734,61.90810967129619
735,142.1935853913128
736,-65.40372412688521
737,53.54324341181018
738,-72.68398176241863
739,250.6137168188052
740,-41.415320367847016
741,-131.48516614980144
742,182.95712949342305
743,-36.87520325441437
744,77.35706158685753
745,291.5853184449188
746,-143.8017891651216
747,113.14703745468978
748,-9.598956117786656
749,216.5906411833912
750,64.43737779075673
751,187.22153022526982
752,-206.35781339668756
753,65.12250669970308
754,-111.36192768162618
755,-156.14246230895515
756,234.24178450242107
757,302.0040479480831
758,110.2298651588535
759,-9.22972051380384
760,205.18384922607402
761,106.69136317718949
762,141.56619765317555
763,-157.76050285684505
764,3.0397566067531443
765,261.9177725540703
766,67.58700212640179
767,-5.140218748647385
768,24.993810564423256
769,123.75927850932203
770,198.6480849999698
771,179.18408153918608
772,-62.29982335438399
773,17.775882413698127
774,-225.78215864659796
775,199.08981454999594
776,86.52755293042719
777,167.0534060674945
778,24.086737882955276
779,-131.65397697252592
780,92.87980956755746
781,151.53020434803148
782,116.18291294567098
783,-6.762489219789131
784,-4.585856193694781
785,42.031953021485606
786,95.64869051438473
787,-128.99216284144677
788,83.60274164804287
789,117.16428932694726
790,-33.60528762159629
791,-88.82685170609875
792,6.323592297632786
793,-104.5173975945745
794,323.9887232276742
795,315.50102297491685
796,157.22047448407284
797,124.01291504417713
798,184.38013528867486
799,299.3550254319762
800,69.12777553122578
801,136.78916508950897
802,-132.27227232923542
803,-110.88101382765853
804,102.02047406834936
805,171.75471014094182
806,170.610990262001
807,133.31344592551795
808,-35.53011767681164
809,178.88996501356087
810,58.50332260875621
811,116.10347847891899
812,-268.55289713527236
813,140.4006216880971
814,126.66413681706763
815,170.83016939441222
816,-70.08737377878424
817,-153.36685925177153
818,86.29898348617826
819,57.125129992584334
820,-21.67182557756496
821,-67.35013242939203
822,71.204724418992555
823,169.4344985099142
824,38.59730850345477
825,59.17059807977603
826,225.00610439157208
827,178.14444446479138
828,-86.67616257201189
829,-60.19525233330205
830,-12.345068954753515
831,28.304783843479527
832,23.42108177135742
833,215.18728391327204
834,116.75539910727821
835,-42.88446870421467
836,-56.82222785653357
837,-23.274512431262337
838,-48.771678742396034
839,1.4838870051771664
840,98.3743321388265
841,263.2387746648201
842,7.245445294198362
843,436.86200678448586
844,161.5893651455317
845,-238.57376509014284
846,31.424971512949924
847,167.94676076950964
848,-43.33573998676911
849,-159.46765874653647
850,210.12247103598202
851,101.77083501133166
852,18.082922844780114
853,-84.55021869825032
854,109.56585264820933
855,233.0532532123816
856,110.49457595848253
857,-24.356618931569756
858,-213.26342668213147
859,206.84881818444228
860,305.2496860988758
861,168.71092023690653
862,24.179811191817862
863,123.15615824092129
864,-40.5715716061768
865,-50.73071203512154
866,290.3368167434983
867,68.27405105054459
868,-18.89422462770017
869,200.21455482827514
870,73.43257747818643
871,166.3012093982852
872,188.75082802282668
873,219.3660136900744
874,125.00292388372691
875,167.50894393137423
876,478.1326564601186
877,20.928070375570314
878,-77.79271476593931
879,14.482152727319772
880,-150.05257660882853
881,119.18233093809795
882,41.17911705457482
883,-55.945853795230505
884,68.41287924948665
885,63.474105898467315
886,128.537109849025
887,313.6099950458283
888,144.13300188581889
889,-253.64272985706884
890,233.40700544921492
891,40.51288393017785
892,77.04997264338817
893,-49.00672766714706
894,-91.91716634660952
895,-172.96219970141647
896,79.30877706177307
897,142.50831964216013
898,-29.209943233277954
899,15.04077586279891
900,49.48049898875797
901,-133.91624000965567
902,269.1293998296842
903,-145.7047798931053
904,45.81087162053882
905,125.4342372206047
906,187.68333956596325
907,83.95658928681405
908,-85.97086276953632
909,186.27889374511142
910,102.93446823949489
911,116.22987836808898
912,-15.047219852967828
913,35.12547542499124
914,-27.760290463984347
915,-77.53643033807748
916,-35.75663136302137
917,103.71764224822982
918,35.43303772898798
919,-123.53638626907741
920,135.29461942791386
921,-19.354877649273476
922,76.19629085743145
923,184.11203352389748
924,78.8938030323443
925,-56.50926292142685
926,110.24971258426012
927,-73.28599970196956
928,-5.517606546993193
929,490.8788177573042
930,7.032913227489189
931,76.72471438405591
932,70.04030173144383
933,177.30469625371916
934,-64.95765057061908
935,403.29473830082316
936,163.32574333927732
937,290.17113226634683
938,47.569815698585444
939,108.65450973796214
940,-172.25059213222994
941,270.4617020724945
942,58.82976558415248
943,118.5287170966676
944,215.544001281085
945,-202.19861997783846
946,341.82997983198584
947,227.2148233928856
948,137.50241873781124
949,181.69091631848642
950,222.29686659564322
951,116.94518622603573
952,-36.890052355853186
953,57.07791608747539
954,-35.18482328189748
955,50.8482875082118
956,303.9491561144023
957,-50.32725368534011
958,330.8113310133049
959,-62.66886791821889
960,114.68669627132476
961,-5.050013871736155
962,-3.5726991134561104
963,13.818203308315788
964,190.05874134451915
965,125.6015079129611
966,228.47614136075572
967,242.64281117698556
968,-17.07103588434984
969,85.49059830816441
970,-156.61232665804346
971,252.67393287887353
972,-145.6345160302153
973,230.76210018095844
974,44.547758834454726
975,-248.8977957701154
976,97.03479908290501
977,270.0777051803507
978,70.65113718952489
979,-189.39127132440808
980,21.749609096046697
981,164.55144599409323
982,124.1524791714146
983,-22.29345801254931
984,96.3052124255264
985,119.00474040204426
986,173.8086349201476
987,-0.9492397392587009
988,-12.98982567933308
989,469.9377230940281
990,75.47421184865016
991,168.96344139882785
992,92.68113561325663
993,219.055899670886
994,-49.85988943783377
995,64.23855543642094
996,-21.724422380653778
997,-61.23404755619231
998,48.420094762299414
999,-128.5859050834806
1000,-103.69596059417563
